Priority,Syslog_Timestamp,Hostname,Process,Client_IP,Proxy_IP,Port,Domain,Remote_User,Auth_User,HTTP_Access_Time,Request_Method,Request_Path,Protocol,Status_Code,Response_Size,Response_Time,Referrer,User_Agent
150,Jan 28 09:05:39,servernameabc,httpd[5167],192.168.1.10,10.0.0.3,18847,abc.example.net,-,-,28/Jan/2026:09:05:39 +0530,GET,/etc.clientlibs/UtxPortal/clientlibs/clientlib-angular18.4.0/resources/manifest.json,HTTP/1.1,302,61039,49,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:05:40,servernameabc,httpd[3049],192.168.1.3,10.0.0.8,15626,abc.example.net,-,-,28/Jan/2026:09:05:40 +0530,GET,/content/dam/company-2026/january/010_Grid.jpg,HTTP/1.1,302,58714,45,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:05:43,servernameabc,httpd[5455],192.168.1.4,10.0.0.10,43752,abc.example.net,-,-,28/Jan/2026:09:05:43 +0530,PUT,/etc/passwd,HTTP/1.1,401,1634506,1367,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,sqlmap/1.7
150,Jan 28 09:05:43,servernameabc,httpd[9249],192.168.1.42,10.0.0.1,50646,abc.example.net,-,-,28/Jan/2026:09:05:43 +0530,GET,/etc.clientlibs/UtxPortal/clientlibs/clientlib-angular18.4.0/resources/manifest.json,HTTP/1.1,200,72428,39,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:05:44,servernameabc,httpd[7900],192.168.1.34,10.0.0.10,26427,abc.example.net,-,-,28/Jan/2026:09:05:44 +0530,GET,/content/dam/company-2026/january/007_Grid.jpg,HTTP/1.1,302,74929,19,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:05:45,servernameabc,httpd[1245],192.168.1.25,10.0.0.6,42672,abc.example.net,-,-,28/Jan/2026:09:05:45 +0530,GET,/content/dam/company-2026/january/009_Grid.jpg,HTTP/1.1,200,53151,47,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:05:47,servernameabc,httpd[8495],192.168.1.35,10.0.0.10,29905,abc.example.net,-,-,28/Jan/2026:09:05:47 +0530,GET,/content/dam/company-2026/january/009_Grid.jpg,HTTP/1.1,302,88430,17,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:05:50,servernameabc,httpd[7103],192.168.1.1,10.0.0.4,42461,abc.example.net,-,-,28/Jan/2026:09:05:50 +0530,GET,/content/dam/company-2026/january/009_Grid.jpg,HTTP/1.1,200,51915,34,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:05:51,servernameabc,httpd[6912],192.168.1.29,10.0.0.7,11838,abc.example.net,-,-,28/Jan/2026:09:05:51 +0530,GET,/content/dam/company-2026/january/012_PR_grid.jpg,HTTP/1.1,200,58216,20,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:05:52,servernameabc,httpd[2509],192.168.1.31,10.0.0.6,42933,abc.example.net,-,-,28/Jan/2026:09:05:52 +0530,GET,/content/dam/company-2026/january/007_Grid.jpg,HTTP/1.1,200,23402,43,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:05:55,servernameabc,httpd[9117],192.168.1.28,10.0.0.9,47317,abc.example.net,-,-,28/Jan/2026:09:05:55 +0530,GET,/content/dam/company-2026/january/012_PR_grid.jpg,HTTP/1.1,302,30512,44,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:05:57,servernameabc,httpd[7168],192.168.1.47,10.0.0.6,47507,abc.example.net,-,-,28/Jan/2026:09:05:57 +0530,GET,/content/dam/company-2026/january/007_Grid.jpg,HTTP/1.1,302,42076,49,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:05:58,servernameabc,httpd[7811],192.168.1.13,10.0.0.6,14749,abc.example.net,-,-,28/Jan/2026:09:05:58 +0530,GET,/content/dam/company-2026/january/007_Grid.jpg,HTTP/1.1,302,79470,37,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:05:59,servernameabc,httpd[8841],192.168.1.18,10.0.0.4,57977,abc.example.net,-,-,28/Jan/2026:09:05:59 +0530,GET,/etc.clientlibs/UtxPortal/clientlibs/clientlib-angular18.4.0/resources/manifest.json,HTTP/1.1,200,40404,27,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:06:00,servernameabc,httpd[2320],192.168.1.44,10.0.0.8,13756,abc.example.net,-,-,28/Jan/2026:09:06:00 +0530,GET,/etc.clientlibs/UtxPortal/clientlibs/clientlib-angular18.4.0/resources/manifest.json,HTTP/1.1,302,47579,25,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:06:03,servernameabc,httpd[4973],192.168.1.44,10.0.0.8,34500,abc.example.net,-,-,28/Jan/2026:09:06:03 +0530,GET,/content/dam/company-2026/january/012_PR_grid.jpg,HTTP/1.1,200,23751,23,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:06:04,servernameabc,httpd[5080],192.168.1.23,10.0.0.5,10906,abc.example.net,-,-,28/Jan/2026:09:06:04 +0530,GET,/content/dam/company-2026/january/007_Grid.jpg,HTTP/1.1,302,24682,17,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:06:05,servernameabc,httpd[2278],192.168.1.33,10.0.0.7,22028,abc.example.net,-,-,28/Jan/2026:09:06:05 +0530,GET,/content/dam/company-2026/january/012_PR_grid.jpg,HTTP/1.1,200,82405,30,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:06:06,servernameabc,httpd[6823],192.168.1.22,10.0.0.6,32926,abc.example.net,-,-,28/Jan/2026:09:06:06 +0530,GET,/content/dam/company-2026/january/009_Grid.jpg,HTTP/1.1,200,41348,10,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:06:09,servernameabc,httpd[3788],192.168.1.33,10.0.0.6,14789,abc.example.net,-,-,28/Jan/2026:09:06:09 +0530,GET,/content/dam/company-2026/january/007_Grid.jpg,HTTP/1.1,302,49204,33,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:06:11,servernameabc,httpd[2682],192.168.1.21,10.0.0.3,20937,abc.example.net,-,-,28/Jan/2026:09:06:11 +0530,PUT,/wp-admin/install.php,HTTP/1.1,403,1791435,3217,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,sqlmap/1.7
150,Jan 28 09:06:11,servernameabc,httpd[9368],192.168.1.20,10.0.0.10,13055,abc.example.net,-,-,28/Jan/2026:09:06:11 +0530,GET,/content/dam/company-2026/january/012_PR_grid.jpg,HTTP/1.1,302,67358,14,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:06:14,servernameabc,httpd[1010],192.168.1.22,10.0.0.10,56362,abc.example.net,-,-,28/Jan/2026:09:06:14 +0530,POST,/wp-admin/install.php,HTTP/1.1,500,793322,2716,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,sqlmap/1.7
150,Jan 28 09:06:14,servernameabc,httpd[3008],192.168.1.11,10.0.0.7,15400,abc.example.net,-,-,28/Jan/2026:09:06:14 +0530,PUT,/etc/passwd,HTTP/1.1,401,1190291,3084,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,curl/7.68.0
150,Jan 28 09:06:14,servernameabc,httpd[2282],192.168.1.9,10.0.0.4,14360,abc.example.net,-,-,28/Jan/2026:09:06:14 +0530,GET,/etc.clientlibs/UtxPortal/clientlibs/clientlib-angular18.4.0/resources/manifest.json,HTTP/1.1,302,40566,17,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:06:15,servernameabc,httpd[8490],192.168.1.7,10.0.0.10,11588,abc.example.net,-,-,28/Jan/2026:09:06:15 +0530,GET,/etc.clientlibs/UtxPortal/clientlibs/clientlib-angular18.4.0/resources/manifest.json,HTTP/1.1,302,57333,36,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:06:17,servernameabc,httpd[4360],192.168.1.18,10.0.0.8,38951,abc.example.net,-,-,28/Jan/2026:09:06:17 +0530,GET,/etc.clientlibs/UtxPortal/clientlibs/clientlib-angular18.4.0/resources/manifest.json,HTTP/1.1,200,48606,48,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:06:20,servernameabc,httpd[3119],192.168.1.47,10.0.0.1,59923,abc.example.net,-,-,28/Jan/2026:09:06:20 +0530,GET,/content/dam/company-2026/january/010_Grid.jpg,HTTP/1.1,302,68681,45,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:06:23,servernameabc,httpd[3458],192.168.1.48,10.0.0.9,12848,abc.example.net,-,-,28/Jan/2026:09:06:23 +0530,GET,/content/dam/company-2026/january/009_Grid.jpg,HTTP/1.1,200,70878,23,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:06:25,servernameabc,httpd[3550],192.168.1.46,10.0.0.2,23387,abc.example.net,-,-,28/Jan/2026:09:06:25 +0530,GET,/content/dam/company-2026/january/007_Grid.jpg,HTTP/1.1,302,83124,44,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:06:26,servernameabc,httpd[5587],192.168.1.29,10.0.0.4,41545,abc.example.net,-,-,28/Jan/2026:09:06:26 +0530,GET,/content/dam/company-2026/january/009_Grid.jpg,HTTP/1.1,200,79273,44,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:06:27,servernameabc,httpd[2524],192.168.1.42,10.0.0.8,55861,abc.example.net,-,-,28/Jan/2026:09:06:27 +0530,GET,/content/dam/company-2026/january/012_PR_grid.jpg,HTTP/1.1,302,37398,32,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:06:29,servernameabc,httpd[2917],192.168.1.17,10.0.0.9,37064,abc.example.net,-,-,28/Jan/2026:09:06:29 +0530,GET,/content/dam/company-2026/january/009_Grid.jpg,HTTP/1.1,200,24611,32,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:06:30,servernameabc,httpd[6104],192.168.1.18,10.0.0.4,22134,abc.example.net,-,-,28/Jan/2026:09:06:30 +0530,GET,/content/dam/company-2026/january/012_PR_grid.jpg,HTTP/1.1,302,39777,39,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:06:32,servernameabc,httpd[4512],192.168.1.11,10.0.0.4,41667,abc.example.net,-,-,28/Jan/2026:09:06:32 +0530,GET,/content/dam/company-2026/january/007_Grid.jpg,HTTP/1.1,200,81265,28,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:06:35,servernameabc,httpd[8870],192.168.1.3,10.0.0.8,27809,abc.example.net,-,-,28/Jan/2026:09:06:35 +0530,PUT,/config/.env,HTTP/1.1,500,696700,2048,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,sqlmap/1.7
150,Jan 28 09:06:35,servernameabc,httpd[8234],192.168.1.22,10.0.0.4,30646,abc.example.net,-,-,28/Jan/2026:09:06:35 +0530,POST,/admin/login.php,HTTP/1.1,404,1496224,4914,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,python-requests/2.28.1
150,Jan 28 09:06:35,servernameabc,httpd[4353],192.168.1.24,10.0.0.6,12141,abc.example.net,-,-,28/Jan/2026:09:06:35 +0530,GET,/etc.clientlibs/UtxPortal/clientlibs/clientlib-angular18.4.0/resources/manifest.json,HTTP/1.1,200,54725,35,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:06:38,servernameabc,httpd[8791],192.168.1.36,10.0.0.10,22976,abc.example.net,-,-,28/Jan/2026:09:06:38 +0530,GET,/content/dam/company-2026/january/009_Grid.jpg,HTTP/1.1,302,23090,19,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:06:41,servernameabc,httpd[1245],192.168.1.37,10.0.0.9,32840,abc.example.net,-,-,28/Jan/2026:09:06:41 +0530,POST,/etc/passwd,HTTP/1.1,404,830869,4534,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,sqlmap/1.7
150,Jan 28 09:06:41,servernameabc,httpd[4215],192.168.1.26,10.0.0.5,49293,abc.example.net,-,-,28/Jan/2026:09:06:41 +0530,GET,/etc.clientlibs/UtxPortal/clientlibs/clientlib-angular18.4.0/resources/manifest.json,HTTP/1.1,302,45527,46,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:06:44,servernameabc,httpd[2962],192.168.1.43,10.0.0.4,12327,abc.example.net,-,-,28/Jan/2026:09:06:44 +0530,GET,/content/dam/company-2026/january/010_Grid.jpg,HTTP/1.1,302,39268,19,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:06:47,servernameabc,httpd[2509],192.168.1.5,10.0.0.9,56851,abc.example.net,-,-,28/Jan/2026:09:06:47 +0530,GET,/content/dam/company-2026/january/012_PR_grid.jpg,HTTP/1.1,200,49384,42,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:06:49,servernameabc,httpd[6157],192.168.1.6,10.0.0.3,54247,abc.example.net,-,-,28/Jan/2026:09:06:49 +0530,POST,/etc/passwd,HTTP/1.1,403,1846878,2267,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,sqlmap/1.7
150,Jan 28 09:06:49,servernameabc,httpd[9581],192.168.1.34,10.0.0.7,48549,abc.example.net,-,-,28/Jan/2026:09:06:49 +0530,GET,/etc.clientlibs/UtxPortal/clientlibs/clientlib-angular18.4.0/resources/manifest.json,HTTP/1.1,200,30612,27,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:06:51,servernameabc,httpd[7802],192.168.1.35,10.0.0.9,23754,abc.example.net,-,-,28/Jan/2026:09:06:51 +0530,GET,/etc.clientlibs/UtxPortal/clientlibs/clientlib-angular18.4.0/resources/manifest.json,HTTP/1.1,200,54676,34,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:06:54,servernameabc,httpd[5641],192.168.1.45,10.0.0.3,51538,abc.example.net,-,-,28/Jan/2026:09:06:54 +0530,GET,/content/dam/company-2026/january/010_Grid.jpg,HTTP/1.1,302,68624,13,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:06:56,servernameabc,httpd[6235],192.168.1.42,10.0.0.4,40329,abc.example.net,-,-,28/Jan/2026:09:06:56 +0530,GET,/content/dam/company-2026/january/012_PR_grid.jpg,HTTP/1.1,302,41238,32,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:06:58,servernameabc,httpd[8022],192.168.1.37,10.0.0.8,43792,abc.example.net,-,-,28/Jan/2026:09:06:58 +0530,GET,/etc.clientlibs/UtxPortal/clientlibs/clientlib-angular18.4.0/resources/manifest.json,HTTP/1.1,200,84162,33,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:07:00,servernameabc,httpd[6998],192.168.1.22,10.0.0.9,59733,abc.example.net,-,-,28/Jan/2026:09:07:00 +0530,GET,/content/dam/company-2026/january/010_Grid.jpg,HTTP/1.1,302,60236,16,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:07:03,servernameabc,httpd[6035],192.168.1.7,10.0.0.1,11434,abc.example.net,-,-,28/Jan/2026:09:07:03 +0530,GET,/content/dam/company-2026/january/012_PR_grid.jpg,HTTP/1.1,302,71087,38,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:07:06,servernameabc,httpd[4022],192.168.1.13,10.0.0.1,18743,abc.example.net,-,-,28/Jan/2026:09:07:06 +0530,GET,/content/dam/company-2026/january/010_Grid.jpg,HTTP/1.1,302,61915,49,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:07:09,servernameabc,httpd[3573],192.168.1.2,10.0.0.3,57750,abc.example.net,-,-,28/Jan/2026:09:07:09 +0530,GET,/content/dam/company-2026/january/010_Grid.jpg,HTTP/1.1,302,38744,26,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:07:12,servernameabc,httpd[8273],192.168.1.32,10.0.0.8,16513,abc.example.net,-,-,28/Jan/2026:09:07:12 +0530,GET,/content/dam/company-2026/january/010_Grid.jpg,HTTP/1.1,302,71307,24,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:07:14,servernameabc,httpd[6230],192.168.1.29,10.0.0.5,17507,abc.example.net,-,-,28/Jan/2026:09:07:14 +0530,GET,/etc.clientlibs/UtxPortal/clientlibs/clientlib-angular18.4.0/resources/manifest.json,HTTP/1.1,200,44758,49,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:07:16,servernameabc,httpd[5275],192.168.1.10,10.0.0.5,20174,abc.example.net,-,-,28/Jan/2026:09:07:16 +0530,GET,/etc.clientlibs/UtxPortal/clientlibs/clientlib-angular18.4.0/resources/manifest.json,HTTP/1.1,302,53101,27,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:07:17,servernameabc,httpd[2140],192.168.1.14,10.0.0.9,35165,abc.example.net,-,-,28/Jan/2026:09:07:17 +0530,GET,/content/dam/company-2026/january/007_Grid.jpg,HTTP/1.1,302,62551,37,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:07:19,servernameabc,httpd[6232],192.168.1.37,10.0.0.5,12735,abc.example.net,-,-,28/Jan/2026:09:07:19 +0530,GET,/content/dam/company-2026/january/010_Grid.jpg,HTTP/1.1,200,45669,25,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:07:20,servernameabc,httpd[2264],192.168.1.6,10.0.0.3,17933,abc.example.net,-,-,28/Jan/2026:09:07:20 +0530,GET,/etc.clientlibs/UtxPortal/clientlibs/clientlib-angular18.4.0/resources/manifest.json,HTTP/1.1,200,69004,13,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:07:23,servernameabc,httpd[9244],192.168.1.29,10.0.0.7,22744,abc.example.net,-,-,28/Jan/2026:09:07:23 +0530,DELETE,/admin/login.php,HTTP/1.1,500,1503469,2340,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,python-requests/2.28.1
150,Jan 28 09:07:24,servernameabc,httpd[3564],192.168.1.48,10.0.0.7,28141,abc.example.net,-,-,28/Jan/2026:09:07:24 +0530,GET,/content/dam/company-2026/january/012_PR_grid.jpg,HTTP/1.1,302,51443,50,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:07:25,servernameabc,httpd[7996],192.168.1.22,10.0.0.6,55682,abc.example.net,-,-,28/Jan/2026:09:07:25 +0530,GET,/content/dam/company-2026/january/009_Grid.jpg,HTTP/1.1,302,42114,28,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:07:28,servernameabc,httpd[7934],192.168.1.21,10.0.0.8,27107,abc.example.net,-,-,28/Jan/2026:09:07:28 +0530,DELETE,/../../../../etc/shadow,HTTP/1.1,404,1544932,4735,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,curl/7.68.0
150,Jan 28 09:07:28,servernameabc,httpd[8074],192.168.1.18,10.0.0.9,48877,abc.example.net,-,-,28/Jan/2026:09:07:28 +0530,GET,/content/dam/company-2026/january/007_Grid.jpg,HTTP/1.1,200,26931,39,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:07:30,servernameabc,httpd[6037],192.168.1.29,10.0.0.8,22600,abc.example.net,-,-,28/Jan/2026:09:07:30 +0530,GET,/content/dam/company-2026/january/007_Grid.jpg,HTTP/1.1,302,45567,18,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:07:32,servernameabc,httpd[4400],192.168.1.40,10.0.0.8,13787,abc.example.net,-,-,28/Jan/2026:09:07:32 +0530,PUT,/admin/login.php,HTTP/1.1,404,1458874,4868,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,sqlmap/1.7
150,Jan 28 09:07:32,servernameabc,httpd[1835],192.168.1.43,10.0.0.4,32984,abc.example.net,-,-,28/Jan/2026:09:07:32 +0530,GET,/content/dam/company-2026/january/012_PR_grid.jpg,HTTP/1.1,302,55814,25,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:07:33,servernameabc,httpd[5313],192.168.1.8,10.0.0.4,52160,abc.example.net,-,-,28/Jan/2026:09:07:33 +0530,PUT,/config/.env,HTTP/1.1,404,709733,2209,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,curl/7.68.0
150,Jan 28 09:07:33,servernameabc,httpd[2575],192.168.1.41,10.0.0.10,56760,abc.example.net,-,-,28/Jan/2026:09:07:33 +0530,GET,/content/dam/company-2026/january/007_Grid.jpg,HTTP/1.1,200,70400,48,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:07:34,servernameabc,httpd[8275],192.168.1.7,10.0.0.4,48685,abc.example.net,-,-,28/Jan/2026:09:07:34 +0530,GET,/content/dam/company-2026/january/010_Grid.jpg,HTTP/1.1,200,20183,27,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:07:35,servernameabc,httpd[4251],192.168.1.27,10.0.0.9,28037,abc.example.net,-,-,28/Jan/2026:09:07:35 +0530,GET,/content/dam/company-2026/january/010_Grid.jpg,HTTP/1.1,302,57842,27,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:07:38,servernameabc,httpd[2862],192.168.1.15,10.0.0.10,23235,abc.example.net,-,-,28/Jan/2026:09:07:38 +0530,GET,/content/dam/company-2026/january/007_Grid.jpg,HTTP/1.1,200,50471,45,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:07:40,servernameabc,httpd[6377],192.168.1.26,10.0.0.5,29763,abc.example.net,-,-,28/Jan/2026:09:07:40 +0530,GET,/content/dam/company-2026/january/007_Grid.jpg,HTTP/1.1,200,54660,13,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
