"<150>Jan 28 08:59:59 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:59:59 +0530] ""GET /etc.clientlibs/UtxPortal/clientlibs/clientlib-angular18.4.0/resources/manifest.json HTTP/1.1"" 302 - 1 ""https://abc.example.com//UtxPortal/us/en/home/megamenu.html"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 27 22:52:27 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:22:52:27 +0530] ""GET /bin/getnews?accessedGeo=Corporate&filter=All HTTP/1.1"" 200 2810 22 ""https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 27 22:52:27 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:22:52:27 +0530] ""POST /reengine/rest/cards HTTP/1.1"" 502 190 18 ""https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 27 22:52:24 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:22:52:24 +0530] ""GET /etc.clientlibs/UtxPortal/clientlibs/clientlib-angular18.4.0/resources/manifest.json HTTP/1.1"" 302 - 1 ""https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html?landingPath=%2Fcontent%2FportalContent%2FTCSL%2FlandingPages1%2FGPSPROCUREMENT"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 27 22:52:24 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:22:52:24 +0530] ""GET /content/UtxPortal/us/en/home/megamenu.html HTTP/1.1"" 302 - 2 ""-"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 27 22:52:36 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:22:52:35 +0530] ""GET /utxHomeApp/redirectToHome HTTP/1.1"" 302 25 146 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 27 22:52:36 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:22:52:36 +0530] ""GET /utxHomeApp/ HTTP/1.1"" 302 227 38 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 27 22:52:36 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:22:52:36 +0530] ""GET /content/UtxPortal/us/en/home/corporateglobal.html HTTP/1.1"" 200 994 43 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 27 22:52:36 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:22:52:36 +0530] ""POST /utxHomeApp/errorLogging HTTP/1.1"" 200 25 19 ""https://abc.example.com//UtxPortal/us/en/home/megamenu.html"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 27 22:52:37 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:22:52:37 +0530] ""GET /content/UtxPortal/us/en/home/jcr:content/root/responsivegrid/indexpage.model.tidy.json HTTP/1.1"" 200 51952 37 ""https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 27 22:52:37 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:22:52:37 +0530] ""GET /content/UtxPortal/us/en/home/help.html?help=faqs HTTP/1.1"" 302 - 1 ""https://abc.example.com//UtxPortal/us/en/home/megamenu.html"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 27 22:52:37 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:22:52:37 +0530] ""GET /content/UtxPortal/us/en/home/jcr:content/root/responsivegrid/companyconstants.model.tidy.json HTTP/1.1"" 200 6344 38 ""https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 27 22:52:30 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:22:52:30 +0530] ""GET /content/UtxPortal/us/en/home/megamenu.model.json HTTP/1.1"" 200 27931 28 ""https://abc.example.com//UtxPortal/us/en/home/megamenu.html"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 27 22:52:30 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:22:52:30 +0530] ""POST /utxHomeApp/errorLogging HTTP/1.1"" 200 25 24 ""https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 27 22:52:30 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:22:52:30 +0530] ""POST /UtxApps/rest/fetchfavApps HTTP/1.1"" 200 25 9 ""https://abc.example.com//UtxPortal/us/en/home/megamenu.html"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 27 22:52:30 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:22:52:30 +0530] ""GET /UtxApps/rest/fetchTrendingApps?from=NEW&source=web HTTP/1.1"" 200 511 10 ""https://abc.example.com//UtxPortal/us/en/home/megamenu.html"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 27 22:52:30 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:22:52:30 +0530] ""GET / HTTP/1.1"" 302 209 144 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 27 22:52:30 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:22:52:30 +0530] ""GET /uxportal/uxportalhome.html HTTP/1.1"" 302 227 17 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 27 22:52:30 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:22:52:30 +0530] ""GET /content/UtxPortal/us/en/home/corporateglobal.html HTTP/1.1"" 200 1000 41 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 27 22:52:30 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:22:52:30 +0530] ""POST /UtxApps/rest/fetchMegamenuApps HTTP/1.1"" 200 6547 48 ""https://abc.example.com//UtxPortal/us/en/home/megamenu.html"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 27 22:52:40 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:22:52:40 +0530] ""GET /content/UtxPortal/us/en/home/viewall.html?serviceFlag=Y HTTP/1.1"" 302 - 1 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 27 22:52:40 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:22:52:40 +0530] ""POST /utxHomeApp/errorLogging HTTP/1.1"" 200 25 12 ""https://abc.example.com//UtxPortal/us/en/home/megamenu.html"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:01 +0530] ""GET /performancemgmt/runtime.4b9804288a483919.js HTTP/1.1"" 200 2119 6 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 27 22:52:41 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:22:52:41 +0530] ""GET /utxHomeApp/logoutController HTTP/1.1"" 302 25 22 ""https://abc.example.com//UtxPortal/us/en/home/megamenu.html"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"""
"<150>Jan 27 22:52:41 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:22:52:41 +0530] ""POST /utxHomeApp/errorLogging HTTP/1.1"" 200 25 15 ""https://abc.example.com//UtxPortal/us/en/home/megamenu.html"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
<150>Jan 27 22:52:41 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:22:52:41 +0530] "GET /utxHomeApp/redirectToHome HTTP/1.1" 302 - 1 "-" "-"
"<150>Jan 28 09:00:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:01 +0530] ""GET /performancemgmt/assets/Group%2073696.svg HTTP/1.1"" 200 312 15 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:01 +0530] ""GET /content/dam/company-portal/thanks%20thursday.png HTTP/1.1"" 200 28582 7 ""https://abc.example.com//UtxPortal/us/en/home/megamenu.html"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 28 09:00:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:01 +0530] ""GET /content/dam/company-2025/december/Image%20(7).jpg HTTP/1.1"" 200 70027 9 ""https://abc.example.com//UtxPortal/us/en/home/megamenu.html"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 28 09:00:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:01 +0530] ""GET /performancemgmt/assets/dp_uncompliant.png HTTP/1.1"" 200 2212 6 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:01 +0530] ""GET /performancemgmt/assets/Group%201627.svg HTTP/1.1"" 200 307 9 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 28 09:00:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:01 +0530] ""POST /GoalSetting/rest/eval/self-evaluation HTTP/1.1"" 400 351 53 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:01 +0530] ""GET /DataValidation/rest/my-teams/team-as-manager?input_year=2025-2026 HTTP/1.1"" 200 582 40 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"""
"<150>Jan 27 22:52:38 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:22:52:38 +0530] ""POST /UtxApps/rest/fetchfavApps HTTP/1.1"" 200 893 41 ""https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 27 22:52:38 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:22:52:38 +0530] ""GET /utxHomeApp/fetchAemUserCount HTTP/1.1"" 200 30 25 ""https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 27 22:52:38 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:22:52:38 +0530] ""GET /bin/getnews?accessedGeo=Corporate&filter=All HTTP/1.1"" 200 2810 21 ""https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 27 22:52:38 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:22:52:38 +0530] ""POST /reengine/rest/cards HTTP/1.1"" 502 190 18 ""https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 27 22:52:38 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:22:52:38 +0530] ""GET /bin/getnews?accessedGeo=Corporate&filter=All HTTP/1.1"" 200 2810 9 ""https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 27 22:02:24 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:22:02:24 +0530] ""POST /NextGenGHDRFCService/rest/getNotifications HTTP/1.1"" 200 1238 13 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 27 22:02:24 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:22:02:24 +0530] ""GET /NextGenGHDUI/assets/slanding_globe.png HTTP/1.1"" 200 4210 8 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 27 22:02:25 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:22:02:24 +0530] ""POST /NextGenGHDRFCService/rest/getHomePageDetails HTTP/1.1"" 200 281166 448 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 28 09:00:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:01 +0530] ""GET /assets/TCS_White_2024.png HTTP/1.1"" 200 3086 24 ""https://mydocuments.company.net/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:01 +0530] ""GET /GRS/images/Btn-left-curve.gif HTTP/1.1"" 200 1074 152 ""https://abc.example.com//pages/recJobDesc.jsf"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:01 +0530] ""GET /GRS/pages/recIFrameStyle.html HTTP/1.1"" 200 483 112 ""https://abc.example.com//pages/recJobDesc.jsf"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 00:56:43 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:00:56:43 +0530] ""GET /gps/ HTTP/1.1"" 302 206 80 ""https://www.company.net/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 00:56:44 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:00:56:44 +0530] ""GET /gps/javascripts/xp_progress.js HTTP/1.1"" 200 713 7 ""https://abc.example.com//index.jsp?null"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 00:56:44 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:00:56:44 +0530] ""POST /gps/pages/gpsHome.jsf HTTP/1.1"" 200 11574 75 ""https://abc.example.com//index.jsp?null"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 00:56:45 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:00:56:45 +0530] ""GET /gps/styles/ThemeMiniBlack/theme.css HTTP/1.1"" 200 1993 5 ""https://abc.example.com//pages/gpsHome.jsf"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 00:56:45 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:00:56:45 +0530] ""GET /gps/styles/ThemeMiniBlack/theme.css HTTP/1.1"" 200 1989 6 ""https://abc.example.com//pages/gpsHome.jsf"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 00:56:45 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:00:56:45 +0530] ""GET /gps/javascripts/effect.js HTTP/1.1"" 200 247 14 ""https://abc.example.com//pages/gpsHome.jsf"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 00:56:45 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:00:56:45 +0530] ""GET /gps/javascripts/JSCookMenu.js HTTP/1.1"" 200 4547 6 ""https://abc.example.com//pages/gpsHome.jsf"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 00:56:45 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:00:56:45 +0530] ""GET /gps/javascripts/ThemeMiniBlack/theme.js HTTP/1.1"" 200 245 6 ""https://abc.example.com//pages/gpsHome.jsf"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 00:56:45 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:00:56:45 +0530] ""GET /gps/images/company_logo.png HTTP/1.1"" 200 3848 6 ""https://abc.example.com//pages/gpsHome.jsf"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 00:56:45 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:00:56:45 +0530] ""GET /gps/javascripts/ThemeMiniBlack/theme.js HTTP/1.1"" 200 245 6 ""https://abc.example.com//pages/gpsHome.jsf"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 00:56:45 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:00:56:45 +0530] ""GET /gps/images/icon_GPS.png HTTP/1.1"" 200 2004 7 ""https://abc.example.com//pages/gpsHome.jsf"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 00:56:45 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:00:56:45 +0530] ""GET /gps/images/logouticon.png HTTP/1.1"" 200 1285 7 ""https://abc.example.com//pages/gpsHome.jsf"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 00:56:45 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:00:56:45 +0530] ""GET /gps/images/closeIcon.png HTTP/1.1"" 200 118 10 ""https://abc.example.com//pages/gpsHome.jsf"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 00:56:45 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:00:56:45 +0530] ""GET /gps/images/logo_seprater.png HTTP/1.1"" 200 101 6 ""https://abc.example.com//pages/gpsHome.jsf"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 00:56:45 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:00:56:45 +0530] ""GET /gps/images/logouticon.png HTTP/1.1"" 200 1285 5 ""https://abc.example.com//pages/gpsHome.jsf"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 00:56:45 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:00:56:45 +0530] ""GET /gps/images/profileicon.png HTTP/1.1"" 200 1603 5 ""https://abc.example.com//pages/gpsHome.jsf"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 00:56:45 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:00:56:45 +0530] ""GET /gps/images/main_bg.gif HTTP/1.1"" 200 218 5 ""https://abc.example.com//styles/home.css"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 00:56:45 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:00:56:45 +0530] ""GET /gps/images/nav-bg-middle.jpg HTTP/1.1"" 200 375 7 ""https://abc.example.com//pages/gpsHome.jsf"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 00:56:45 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:00:56:45 +0530] ""GET /gps/images/btn-right.jpg HTTP/1.1"" 200 430 5 ""https://abc.example.com//pages/gpsHome.jsf"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
